Account;Reference Key 1;Reference;Document Date;Net due date;Amount in local currency;Amount in doc. curr.;Local Currency;Payment Method;Text;Assignment;Document Number;Clearing Document;Document Type;User Name;Reason code;Posting Key;Debit/Credit ind;Last Dunned;Dunning Level;Arrears after net due date,,
AB10000039;1493310234;12/07/2025;21/07/2025;36,679.48;36,679.48;EUR;B;;1447731767;8409312;2003799206;RV;B_BILAB01_02;;1;S;0;-5;-16;47
AB10000039;1462062703;22/07/2025;11/08/2025;11,716.24;11,716.24;EUR;I;;1462522514;8482272;;RV;B_BILAB01_02;;1;S;0;-12;-6;12
AB10000039;1496870985;30/07/2025;18/08/2025;67,469.09;67,469.09;EUR;C;;1459007289;8425263;;RV;B_BILAB01_02;;1;S;0;-15;0;63
AB10000039;1495906057;03/06/2025;14/06/2025;35,504.34;35,504.34;EUR;B;;1469308425;8468870;2060686733;RV;B_BILAB01_02;;1;S;0;-2;-12;22
AB10000039;1445202082;22/07/2025;08/08/2025;48,451.19;48,451.19;EUR;I;;1426757608;8456260;2012886386;RV;B_BILAB01_02;;1;S;0;-13;-6;52
AB10000040;1401034688;29/07/2025;13/08/2025;55,288.90;55,288.90;EUR;C;;1420696546;8456908;;RV;B_BILAB01_02;;1;S;0;0;-8;10
AB10000040;1461311518;08/07/2025;20/07/2025;16,106.29;16,106.29;EUR;I;;1475549273;8481589;2029391916;RV;B_BILAB01_02;;1;S;0;-7;-14;38
AB10000040;1432509742;15/06/2025;20/06/2025;13,284.24;13,284.24;EUR;B;;1489731722;8482469;2008422435;RV;B_BILAB01_02;;1;S;0;-5;-16;29
AB10000040;1465385840;06/07/2025;23/07/2025;20,658.92;20,658.92;EUR;I;;1416999758;8497853;;RV;B_BILAB01_02;;1;S;0;-12;-3;36
AB10000041;1489255669;16/07/2025;23/07/2025;50,214.75;50,214.75;EUR;B;;1475387636;8423829;;RV;B_BILAB01_02;;1;S;0;-12;-11;50
AB10000041;1499009465;20/06/2025;28/06/2025;24,206.44;24,206.44;EUR;B;;1404324288;8419914;2071824907;RV;B_BILAB01_02;;1;S;0;-1;-9;45
AB10000041;1421875451;26/06/2025;16/07/2025;6,540.71;6,540.71;EUR;C;;1401579129;8420975;2006357676;RV;B_BILAB01_02;;1;S;0;-10;-14;22
AB10000041;1402809570;02/07/2025;08/07/2025;17,241.88;17,241.88;EUR;C;;1490745012;8493702;2092447702;RV;B_BILAB01_02;;1;S;0;-7;-17;43
AB10000041;1437177992;08/06/2025;14/06/2025;39,903.79;39,903.79;EUR;I;;1471416039;8465111;;RV;B_BILAB01_02;;1;S;0;-6;-10;27
AB10000041;1449790927;19/07/2025;07/08/2025;33,144.75;33,144.75;EUR;I;;1482217605;8452170;2068931130;RV;B_BILAB01_02;;1;S;0;-12;-3;53
AB10000041;1478443484;18/07/2025;28/07/2025;36,960.11;36,960.11;EUR;B;;1469157873;8474172;2092953039;RV;B_BILAB01_02;;1;S;0;-8;-14;30
AB10000041;1463163861;18/07/2025;04/08/2025;26,566.61;26,566.61;EUR;I;;1480810062;8499274;2017872008;RV;B_BILAB01_02;;1;S;0;-1;-2;30
AB10000041;1492100467;04/07/2025;20/07/2025;37,735.49;37,735.49;EUR;B;;1463811081;8443019;;RV;B_BILAB01_02;;1;S;0;-3;-4;15
AB10000041;1430115805;03/07/2025;15/07/2025;31,919.62;31,919.62;EUR;C;;1408951795;8476215;;RV;B_BILAB01_02;;1;S;0;-5;-11;37
AB10000041;1477644549;25/07/2025;02/08/2025;69,235.37;69,235.37;EUR;B;;1447188622;8495167;;RV;B_BILAB01_02;;1;S;0;-14;-2;62
AB10000041;1495736228;15/06/2025;27/06/2025;42,697.27;42,697.27;EUR;B;;1488118008;8433261;;RV;B_BILAB01_02;;1;S;0;-2;-11;48
AB10000041;1467184633;21/06/2025;04/07/2025;19,186.92;19,186.92;EUR;B;;1457575501;8451228;2068913774;RV;B_BILAB01_02;;1;S;0;-9;-14;43
AB10000042;1434248854;25/06/2025;04/07/2025;42,730.96;42,730.96;EUR;B;;1447881637;8404446;2081893917;RV;B_BILAB01_02;;1;S;0;-11;-15;36
AB10000042;1450703802;07/07/2025;22/07/2025;44,101.45;44,101.45;EUR;I;;1477037283;8452884;2008229212;RV;B_BILAB01_02;;1;S;0;-4;-15;5
AB10000042;1439177148;18/06/2025;26/06/2025;9,052.66;9,052.66;EUR;I;;1403380006;8427312;2084350109;RV;B_BILAB01_02;;1;S;0;-14;-8;29
AB10000042;1463652428;08/07/2025;22/07/2025;50,010.57;50,010.57;EUR;B;;1424822325;8430468;;RV;B_BILAB01_02;;1;S;0;-12;-2;30
AB10000042;1454580332;27/06/2025;03/07/2025;39,300.91;39,300.91;EUR;B;;1481944594;8487803;2093394784;RV;B_BILAB01_02;;1;S;0;-12;-18;61
AB10000042;1437942604;13/07/2025;21/07/2025;67,522.12;67,522.12;EUR;I;;1417464633;8442710;2035144842;RV;B_BILAB01_02;;1;S;0;-3;-16;45
AB10000042;1460701863;16/07/2025;22/07/2025;52,955.67;52,955.67;EUR;B;;1490801264;8461883;2029316390;RV;B_BILAB01_02;;1;S;0;-15;-10;15
AB10000042;1492948770;19/07/2025;24/07/2025;38,341.44;38,341.44;EUR;C;;1444488533;8490390;2018034647;RV;B_BILAB01_02;;1;S;0;-9;-18;0
AB10000043;1469272167;01/06/2025;13/06/2025;52,085.22;52,085.22;EUR;I;;1473951520;8409300;2036590694;RV;B_BILAB01_02;;1;S;0;-12;0;24
AB10000043;1431644040;10/07/2025;29/07/2025;14,009.29;14,009.29;EUR;B;;1431143767;8468525;2094655785;RV;B_BILAB01_02;;1;S;0;-3;-9;32
AB10000043;1400461040;15/06/2025;03/07/2025;28,885.53;28,885.53;EUR;B;;1499865892;8477806;2051558106;RV;B_BILAB01_02;;1;S;0;-5;-16;48
AB10000043;1416879456;10/06/2025;17/06/2025;63,221.63;63,221.63;EUR;B;;1480300127;8453894;;RV;B_BILAB01_02;;1;S;0;-7;-8;50
AB10000043;1480158275;13/06/2025;01/07/2025;64,258.49;64,258.49;EUR;I;;1421334542;8485661;2063257825;RV;B_BILAB01_02;;1;S;0;-9;-2;55
AB10000043;1403946327;23/06/2025;05/07/2025;21,930.47;21,930.47;EUR;B;;1444782584;8455214;2052823921;RV;B_BILAB01_02;;1;S;0;-5;-8;13
AB10000044;1417044688;21/07/2025;28/07/2025;36,482.53;36,482.53;EUR;C;;1435615446;8487471;;RV;B_BILAB01_02;;1;S;0;-12;-5;1
AB10000044;1413240914;11/06/2025;28/06/2025;43,282.28;43,282.28;EUR;I;;1427856223;8403766;2072710388;RV;B_BILAB01_02;;1;S;0;-8;-9;60
AB10000044;1464041055;27/07/2025;13/08/2025;37,064.89;37,064.89;EUR;B;;1402715584;8458775;;RV;B_BILAB01_02;;1;S;0;-5;-16;27
AB10000044;1460008878;14/07/2025;26/07/2025;46,899.41;46,899.41;EUR;C;;1491821262;8429917;2023365699;RV;B_BILAB01_02;;1;S;0;-5;-6;35
AB10000045;1471689413;24/07/2025;12/08/2025;40,330.57;40,330.57;EUR;I;;1478462012;8497999;2079173106;RV;B_BILAB01_02;;1;S;0;-12;-16;33
AB10000045;1407944588;08/07/2025;27/07/2025;9,809.28;9,809.28;EUR;B;;1496156693;8410182;2013017817;RV;B_BILAB01_02;;1;S;0;-8;-4;16
AB10000045;1498092814;16/07/2025;02/08/2025;28,461.47;28,461.47;EUR;C;;1488610328;8486647;2085833900;RV;B_BILAB01_02;;1;S;0;-6;-16;31
AB10000045;1494964706;15/07/2025;25/07/2025;29,860.60;29,860.60;EUR;C;;1484750648;8406050;;RV;B_BILAB01_02;;1;S;0;-1;-8;14
AB10000045;1498415089;11/06/2025;20/06/2025;51,951.57;51,951.57;EUR;C;;1457237658;8460854;2095474629;RV;B_BILAB01_02;;1;S;0;-5;-2;27
AB10000045;1416224872;07/07/2025;20/07/2025;34,641.18;34,641.18;EUR;C;;1404714262;8412567;2052412930;RV;B_BILAB01_02;;1;S;0;-6;-20;45
AB10000045;1436687790;30/06/2025;10/07/2025;21,507.83;21,507.83;EUR;C;;1480091538;8436361;2064694188;RV;B_BILAB01_02;;1;S;0;-8;-4;53
AB10000045;1412172473;01/07/2025;21/07/2025;26,137.62;26,137.62;EUR;B;;1425318876;8468080;2020457741;RV;B_BILAB01_02;;1;S;0;-9;-11;11
AB10000045;1403414235;11/07/2025;23/07/2025;62,801.69;62,801.69;EUR;C;;1417228715;8445696;;RV;B_BILAB01_02;;1;S;0;-8;-5;22
AB10000046;1492993451;08/06/2025;28/06/2025;28,146.26;28,146.26;EUR;I;;1491921918;8468028;;RV;B_BILAB01_02;;1;S;0;-2;-4;2
AB10000046;1481016109;27/06/2025;12/07/2025;32,234.34;32,234.34;EUR;C;;1497866494;8402275;2063133559;RV;B_BILAB01_02;;1;S;0;-11;-1;15
AB10000046;1421386857;06/06/2025;18/06/2025;14,362.72;14,362.72;EUR;B;;1451219993;8492202;2044144927;RV;B_BILAB01_02;;1;S;0;-7;-9;29
AB10000046;1466578660;18/06/2025;01/07/2025;52,676.25;52,676.25;EUR;I;;1491502678;8428916;;RV;B_BILAB01_02;;1;S;0;-2;-14;46
AB10000046;1469868006;30/07/2025;18/08/2025;51,187.38;51,187.38;EUR;C;;1421178849;8492254;2084677344;RV;B_BILAB01_02;;1;S;0;-15;-12;20
AB10000046;1433039254;16/06/2025;22/06/2025;32,541.84;32,541.84;EUR;I;;1406387913;8409501;;RV;B_BILAB01_02;;1;S;0;-8;-12;50
AB10000047;1486984667;20/06/2025;28/06/2025;60,635.20;60,635.20;EUR;B;;1427285989;8442041;2041692387;RV;B_BILAB01_02;;1;S;0;-10;-12;37
AB10000047;1489595270;09/07/2025;18/07/2025;62,114.04;62,114.04;EUR;B;;1426836467;8457350;;RV;B_BILAB01_02;;1;S;0;0;0;4
AB10000047;1430691467;07/07/2025;17/07/2025;43,941.19;43,941.19;EUR;I;;1493708246;8433584;2021085093;RV;B_BILAB01_02;;1;S;0;-6;-11;10
AB10000047;1419141626;22/07/2025;02/08/2025;39,874.42;39,874.42;EUR;I;;1429354785;8448238;2014233607;RV;B_BILAB01_02;;1;S;0;-2;-17;15
AB10000047;1442564899;10/07/2025;20/07/2025;23,311.26;23,311.26;EUR;C;;1400434984;8493383;;RV;B_BILAB01_02;;1;S;0;-9;-7;7
AB10000047;1490390783;27/06/2025;02/07/2025;57,633.99;57,633.99;EUR;C;;1456372687;8430146;2005756759;RV;B_BILAB01_02;;1;S;0;-5;-12;36
AB10000047;1451116966;02/06/2025;14/06/2025;29,635.65;29,635.65;EUR;C;;1424089913;8414812;2076100813;RV;B_BILAB01_02;;1;S;0;-13;-19;29
AB10000047;1456786141;08/07/2025;26/07/2025;42,288.78;42,288.78;EUR;B;;1487076401;8429189;;RV;B_BILAB01_02;;1;S;0;-11;-6;62
AB10000047;1457935103;22/06/2025;05/07/2025;59,814.77;59,814.77;EUR;C;;1404413870;8429526;2028009415;RV;B_BILAB01_02;;1;S;0;-2;-9;45
AB10000047;1430900583;13/06/2025;19/06/2025;46,819.65;46,819.65;EUR;B;;1457298008;8407848;2069471139;RV;B_BILAB01_02;;1;S;0;-5;-13;44
AB10000047;1487747847;02/06/2025;19/06/2025;64,013.60;64,013.60;EUR;B;;1433800524;8402936;;RV;B_BILAB01_02;;1;S;0;-10;-16;43
AB10000047;1454014718;25/06/2025;01/07/2025;7,113.35;7,113.35;EUR;B;;1445235807;8483016;;RV;B_BILAB01_02;;1;S;0;-11;-13;40
AB10000047;1408008440;21/07/2025;05/08/2025;53,832.58;53,832.58;EUR;B;;1434666504;8494558;2073258309;RV;B_BILAB01_02;;1;S;0;-7;-13;61
AB10000047;1453282447;09/07/2025;16/07/2025;46,375.73;46,375.73;EUR;I;;1486894000;8418231;2077650009;RV;B_BILAB01_02;;1;S;0;-11;-8;7
AB10000047;1477194253;18/07/2025;29/07/2025;5,078.81;5,078.81;EUR;C;;1486800361;8498105;2085929635;RV;B_BILAB01_02;;1;S;0;-3;-2;17
AB10000048;1484294867;01/07/2025;09/07/2025;30,667.93;30,667.93;EUR;C;;1439790296;8474011;2051494393;RV;B_BILAB01_02;;1;S;0;-7;-14;57
AB10000048;1421027909;10/07/2025;21/07/2025;11,906.45;11,906.45;EUR;C;;1422627278;8492961;2045697550;RV;B_BILAB01_02;;1;S;0;-13;-6;9
AB10000048;1438636903;07/07/2025;16/07/2025;41,344.35;41,344.35;EUR;C;;1445257591;8429958;2073114696;RV;B_BILAB01_02;;1;S;0;-9;-20;39
AB10000048;1485415620;09/06/2025;19/06/2025;32,748.09;32,748.09;EUR;I;;1488089405;8442950;2057103314;RV;B_BILAB01_02;;1;S;0;-3;-19;29
AB10000048;1410459507;11/07/2025;20/07/2025;27,534.69;27,534.69;EUR;C;;1402047673;8406895;2070531631;RV;B_BILAB01_02;;1;S;0;-9;-10;39
AB10000048;1436457839;06/07/2025;12/07/2025;40,548.37;40,548.37;EUR;B;;1403320053;8422202;2058148993;RV;B_BILAB01_02;;1;S;0;-7;-1;54
AB10000048;1462763882;26/06/2025;16/07/2025;38,848.43;38,848.43;EUR;I;;1430903154;8406083;2096860432;RV;B_BILAB01_02;;1;S;0;-1;-3;12
AB10000048;1459149656;23/07/2025;02/08/2025;56,127.38;56,127.38;EUR;I;;1488453007;8411956;2096445421;RV;B_BILAB01_02;;1;S;0;-14;-15;13
AB10000048;1459976592;31/07/2025;19/08/2025;17,684.53;17,684.53;EUR;I;;1424767420;8460090;2040378394;RV;B_BILAB01_02;;1;S;0;-3;-4;16
AB10000048;1492666848;04/07/2025;23/07/2025;50,027.25;50,027.25;EUR;C;;1412644374;8488564;2062802737;RV;B_BILAB01_02;;1;S;0;-1;-11;52
AB10000048;1496324975;03/07/2025;15/07/2025;69,424.21;69,424.21;EUR;C;;1448959302;8493786;2016987930;RV;B_BILAB01_02;;1;S;0;-7;-10;41
AB10000049;1434561551;24/07/2025;02/08/2025;15,691.55;15,691.55;EUR;I;;1429870765;8465611;2047958198;RV;B_BILAB01_02;;1;S;0;-11;-4;28
AB10000049;1469776041;01/06/2025;21/06/2025;39,940.18;39,940.18;EUR;B;;1454332992;8452177;2058569468;RV;B_BILAB01_02;;1;S;0;-12;0;14
AB10000049;1443724748;20/06/2025;02/07/2025;65,550.30;65,550.30;EUR;C;;1441088306;8448757;2043853700;RV;B_BILAB01_02;;1;S;0;-4;-19;58
AB10000050;1485014738;14/06/2025;02/07/2025;61,253.57;61,253.57;EUR;I;;1414091082;8427707;2005426835;RV;B_BILAB01_02;;1;S;0;-13;-19;52
AB10000050;1418412005;28/06/2025;17/07/2025;17,802.70;17,802.70;EUR;B;;1407792058;8427673;2035486378;RV;B_BILAB01_02;;1;S;0;-7;-16;57
AB10000050;1448998037;25/07/2025;12/08/2025;55,152.34;55,152.34;EUR;B;;1488991623;8405924;;RV;B_BILAB01_02;;1;S;0;-4;-14;3
AB10000051;1485096316;03/06/2025;22/06/2025;12,458.73;12,458.73;EUR;B;;1410708312;8451609;2045370864;RV;B_BILAB01_02;;1;S;0;-14;-13;10
AB10000051;1489451919;07/06/2025;22/06/2025;32,730.86;32,730.86;EUR;I;;1448266649;8405272;2010396287;RV;B_BILAB01_02;;1;S;0;-6;-13;36
AB10000051;1410971400;23/07/2025;03/08/2025;22,749.95;22,749.95;EUR;C;;1493167472;8422212;2053671750;RV;B_BILAB01_02;;1;S;0;-6;-3;35
AB10000051;1476739465;28/07/2025;12/08/2025;40,376.06;40,376.06;EUR;B;;1411949144;8494204;2004702165;RV;B_BILAB01_02;;1;S;0;-14;-11;38
AB10000051;1410913645;02/06/2025;14/06/2025;64,134.64;64,134.64;EUR;I;;1403333504;8484508;2037698080;RV;B_BILAB01_02;;1;S;0;-7;-5;49
AB10000051;1485702845;11/06/2025;21/06/2025;41,667.65;41,667.65;EUR;B;;1427629577;8491582;;RV;B_BILAB01_02;;1;S;0;-11;-10;37
AB10000051;1467552018;06/07/2025;13/07/2025;39,788.72;39,788.72;EUR;I;;1464250275;8434331;;RV;B_BILAB01_02;;1;S;0;-9;-9;47
AB10000051;1467555907;08/07/2025;15/07/2025;54,282.19;54,282.19;EUR;I;;1406265796;8427216;;RV;B_BILAB01_02;;1;S;0;-13;-7;37
AB10000052;1448658257;23/06/2025;28/06/2025;5,784.44;5,784.44;EUR;B;;1461289712;8432020;;RV;B_BILAB01_02;;1;S;0;-1;-13;50
AB10000052;1485225407;28/07/2025;06/08/2025;32,992.10;32,992.10;EUR;C;;1490019632;8455923;2094872341;RV;B_BILAB01_02;;1;S;0;-10;-12;57
AB10000052;1473427420;28/07/2025;10/08/2025;22,366.92;22,366.92;EUR;I;;1464527346;8439864;2057714570;RV;B_BILAB01_02;;1;S;0;-10;-3;41
AB10000052;1479211880;28/06/2025;12/07/2025;35,952.90;35,952.90;EUR;I;;1414446257;8486450;2079091395;RV;B_BILAB01_02;;1;S;0;0;-12;32
AB10000052;1426534200;30/06/2025;16/07/2025;63,678.43;63,678.43;EUR;B;;1431263109;8450170;2048045176;RV;B_BILAB01_02;;1;S;0;0;-15;51
AB10000052;1465201845;05/07/2025;11/07/2025;69,302.11;69,302.11;EUR;C;;1453865631;8448420;2047207918;RV;B_BILAB01_02;;1;S;0;-10;-7;62
AB10000052;1428172140;07/06/2025;12/06/2025;38,153.14;38,153.14;EUR;B;;1450240923;8423432;2088338610;RV;B_BILAB01_02;;1;S;0;-12;-18;4
AB10000052;1473143645;01/07/2025;18/07/2025;5,412.16;5,412.16;EUR;I;;1406970489;8476742;2086234886;RV;B_BILAB01_02;;1;S;0;-11;-3;48
AB10000052;1429638546;19/06/2025;06/07/2025;17,169.94;17,169.94;EUR;I;;1417186075;8420656;;RV;B_BILAB01_02;;1;S;0;-14;-15;52
AB10000052;1494635417;21/07/2025;08/08/2025;7,884.75;7,884.75;EUR;C;;1432464362;8467077;;RV;B_BILAB01_02;;1;S;0;-7;-15;12
AB10000052;1415381041;27/07/2025;04/08/2025;23,103.14;23,103.14;EUR;B;;1491620105;8418431;2071332170;RV;B_BILAB01_02;;1;S;0;-5;-15;30
AB10000052;1409591080;01/06/2025;10/06/2025;47,244.67;47,244.67;EUR;I;;1429348707;8407611;2063753633;RV;B_BILAB01_02;;1;S;0;-3;-11;26
AB10000053;1465066772;09/07/2025;19/07/2025;11,160.48;11,160.48;EUR;B;;1494375289;8470681;;RV;B_BILAB01_02;;1;S;0;-1;-16;53
AB10000053;1417905986;08/06/2025;17/06/2025;60,642.74;60,642.74;EUR;I;;1479840024;8414452;;RV;B_BILAB01_02;;1;S;0;-8;-5;9
AB10000053;1495091263;11/06/2025;29/06/2025;58,885.18;58,885.18;EUR;I;;1424791974;8409078;;RV;B_BILAB01_02;;1;S;0;-13;-8;27
AB10000053;1401482153;13/07/2025;20/07/2025;6,555.97;6,555.97;EUR;B;;1498384415;8439426;2086844963;RV;B_BILAB01_02;;1;S;0;-9;-3;3
AB10000053;1482088176;28/07/2025;08/08/2025;50,683.33;50,683.33;EUR;I;;1420726571;8413172;2059430188;RV;B_BILAB01_02;;1;S;0;-15;0;28
AB10000053;1452747065;19/07/2025;05/08/2025;26,992.23;26,992.23;EUR;I;;1414315103;8471980;2048626123;RV;B_BILAB01_02;;1;S;0;0;-1;5
AB10000054;1481582503;21/06/2025;26/06/2025;10,832.55;10,832.55;EUR;B;;1481350525;8468650;;RV;B_BILAB01_02;;1;S;0;-6;-1;14
AB10000054;1427378395;10/07/2025;29/07/2025;27,304.79;27,304.79;EUR;C;;1463775031;8458243;;RV;B_BILAB01_02;;1;S;0;-15;-4;54
AB10000054;1421130614;02/06/2025;10/06/2025;39,835.66;39,835.66;EUR;C;;1411653319;8495439;2085081179;RV;B_BILAB01_02;;1;S;0;-6;-12;55
AB10000054;1408918231;05/07/2025;10/07/2025;10,567.53;10,567.53;EUR;B;;1436019591;8485311;2071362095;RV;B_BILAB01_02;;1;S;0;-9;0;53
AB10000054;1490950948;26/06/2025;06/07/2025;68,806.47;68,806.47;EUR;B;;1491608179;8411360;2065110853;RV;B_BILAB01_02;;1;S;0;-12;-17;44
AB10000054;1420016998;01/07/2025;20/07/2025;59,562.16;59,562.16;EUR;C;;1470933949;8480512;2011795378;RV;B_BILAB01_02;;1;S;0;-4;-18;51
AB10000054;1463473483;05/07/2025;24/07/2025;69,260.15;69,260.15;EUR;C;;1416466718;8481926;2010382954;RV;B_BILAB01_02;;1;S;0;-9;-12;9
AB10000054;1404493953;05/07/2025;15/07/2025;30,260.05;30,260.05;EUR;I;;1444418102;8402821;;RV;B_BILAB01_02;;1;S;0;-8;-19;20
AB10000054;1480844031;31/07/2025;18/08/2025;33,037.50;33,037.50;EUR;I;;1461491001;8465187;;RV;B_BILAB01_02;;1;S;0;-1;-4;38
AB10000054;1456948944;23/06/2025;10/07/2025;67,059.08;67,059.08;EUR;C;;1439437267;8454213;2029306747;RV;B_BILAB01_02;;1;S;0;-12;-4;3
AB10000054;1438851017;10/06/2025;21/06/2025;25,417.21;25,417.21;EUR;I;;1485591060;8461614;2040867922;RV;B_BILAB01_02;;1;S;0;-11;-11;29
AB10000054;1470151489;22/06/2025;01/07/2025;17,716.77;17,716.77;EUR;I;;1434079088;8455018;2010600071;RV;B_BILAB01_02;;1;S;0;-13;-12;59
AB10000055;1482186862;23/06/2025;01/07/2025;38,849.62;38,849.62;EUR;I;;1484603836;8408714;2026291268;RV;B_BILAB01_02;;1;S;0;-11;-1;10
AB10000055;1402841094;20/07/2025;07/08/2025;65,062.31;65,062.31;EUR;B;;1495201329;8429456;2025771002;RV;B_BILAB01_02;;1;S;0;0;-1;5
AB10000055;1412757545;02/06/2025;19/06/2025;50,370.52;50,370.52;EUR;C;;1436963294;8483570;2053574782;RV;B_BILAB01_02;;1;S;0;-14;-19;52
AB10000055;1475145551;28/07/2025;08/08/2025;22,598.46;22,598.46;EUR;C;;1463074784;8403507;2044812537;RV;B_BILAB01_02;;1;S;0;-3;-2;55
AB10000055;1440999417;12/06/2025;28/06/2025;23,060.67;23,060.67;EUR;B;;1465760095;8418174;2083308745;RV;B_BILAB01_02;;1;S;0;-6;-17;31
AB10000055;1404122432;04/06/2025;22/06/2025;7,682.80;7,682.80;EUR;B;;1445983725;8470544;2028664065;RV;B_BILAB01_02;;1;S;0;-6;-7;55
AB10000055;1493485474;04/06/2025;18/06/2025;37,778.35;37,778.35;EUR;C;;1476450809;8483130;2007026015;RV;B_BILAB01_02;;1;S;0;-9;-19;60
AB10000055;1493741975;18/06/2025;25/06/2025;57,695.36;57,695.36;EUR;B;;1438478430;8471479;2098902181;RV;B_BILAB01_02;;1;S;0;-12;-9;29
AB10000055;1431242975;01/07/2025;17/07/2025;55,776.61;55,776.61;EUR;B;;1473544367;8410524;2047229698;RV;B_BILAB01_02;;1;S;0;-9;-16;47
AB10000055;1406656399;30/07/2025;13/08/2025;44,002.19;44,002.19;EUR;I;;1429046415;8417734;2006336353;RV;B_BILAB01_02;;1;S;0;-2;-16;45
AB10000055;1415731931;27/07/2025;16/08/2025;67,042.18;67,042.18;EUR;I;;1480933379;8406481;2034189955;RV;B_BILAB01_02;;1;S;0;-1;-3;63
AB10000055;1400324702;22/06/2025;04/07/2025;10,590.99;10,590.99;EUR;C;;1472737015;8428764;2072653071;RV;B_BILAB01_02;;1;S;0;-11;-13;44
AB10000055;1495864664;05/06/2025;14/06/2025;22,019.15;22,019.15;EUR;B;;1444144151;8419279;;RV;B_BILAB01_02;;1;S;0;-11;-19;17
AB10000055;1429771874;15/07/2025;04/08/2025;30,541.05;30,541.05;EUR;C;;1491045298;8404828;2067570241;RV;B_BILAB01_02;;1;S;0;-12;-17;50
AB10000056;1472379340;29/06/2025;15/07/2025;44,593.40;44,593.40;EUR;I;;1409950514;8444972;2033927399;RV;B_BILAB01_02;;1;S;0;-4;-17;6
AB10000056;1459523186;22/07/2025;11/08/2025;33,881.78;33,881.78;EUR;I;;1442417557;8437452;2067100480;RV;B_BILAB01_02;;1;S;0;-11;-2;49
AB10000056;1494328820;14/06/2025;23/06/2025;15,201.84;15,201.84;EUR;I;;1463166238;8477025;;RV;B_BILAB01_02;;1;S;0;-10;-4;21
AB10000056;1463478703;16/07/2025;22/07/2025;53,847.57;53,847.57;EUR;I;;1439943027;8479846;2022800593;RV;B_BILAB01_02;;1;S;0;-9;-9;46
AB10000056;1401032515;27/07/2025;13/08/2025;37,502.00;37,502.00;EUR;I;;1437800511;8456505;2084408071;RV;B_BILAB01_02;;1;S;0;-11;-12;32
AB10000056;1434039073;15/06/2025;05/07/2025;13,198.65;13,198.65;EUR;C;;1478986949;8487443;;RV;B_BILAB01_02;;1;S;0;-8;-3;58
AB10000056;1438302787;29/06/2025;06/07/2025;53,236.94;53,236.94;EUR;C;;1475186216;8414396;2058803682;RV;B_BILAB01_02;;1;S;0;-5;-10;9
AB10000056;1478000055;02/06/2025;17/06/2025;21,210.18;21,210.18;EUR;I;;1408785497;8449759;2097350499;RV;B_BILAB01_02;;1;S;0;-8;-1;7
AB10000056;1409031773;22/06/2025;08/07/2025;65,883.57;65,883.57;EUR;C;;1404678569;8420872;2075555112;RV;B_BILAB01_02;;1;S;0;-13;-5;21
AB10000056;1430173410;01/07/2025;08/07/2025;37,259.33;37,259.33;EUR;B;;1429486511;8462757;2088826522;RV;B_BILAB01_02;;1;S;0;-13;-4;5
AB10000056;1473066670;26/07/2025;13/08/2025;35,424.83;35,424.83;EUR;I;;1426297528;8488144;2082046006;RV;B_BILAB01_02;;1;S;0;-10;-2;14
AB10000056;1489467207;13/07/2025;28/07/2025;22,147.28;22,147.28;EUR;C;;1498301745;8434870;2013202701;RV;B_BILAB01_02;;1;S;0;-11;-7;21
AB10000056;1415220576;08/06/2025;16/06/2025;7,989.79;7,989.79;EUR;C;;1414581543;8434770;2037922414;RV;B_BILAB01_02;;1;S;0;-10;-2;42
AB10000057;1453259231;07/06/2025;20/06/2025;42,236.26;42,236.26;EUR;B;;1499592406;8412856;2092533774;RV;B_BILAB01_02;;1;S;0;-4;-18;29
AB10000057;1462527686;05/06/2025;19/06/2025;16,292.22;16,292.22;EUR;I;;1430855450;8491873;2050062027;RV;B_BILAB01_02;;1;S;0;0;-9;39
AB10000057;1414844031;08/06/2025;28/06/2025;40,099.43;40,099.43;EUR;I;;1463921902;8477135;2083621786;RV;B_BILAB01_02;;1;S;0;-11;-18;3
AB10000057;1460340515;01/06/2025;09/06/2025;11,577.66;11,577.66;EUR;C;;1455015387;8455607;;RV;B_BILAB01_02;;1;S;0;-2;-12;59
AB10000057;1492445700;27/07/2025;07/08/2025;19,507.84;19,507.84;EUR;C;;1480709142;8476961;2022821536;RV;B_BILAB01_02;;1;S;0;-10;0;31
AB10000057;1415921612;06/06/2025;11/06/2025;41,485.46;41,485.46;EUR;I;;1461496342;8471285;2000842227;RV;B_BILAB01_02;;1;S;0;-1;-15;43
AB10000057;1406045517;03/07/2025;21/07/2025;12,060.15;12,060.15;EUR;B;;1418177258;8476140;2041307694;RV;B_BILAB01_02;;1;S;0;-9;-9;46
AB10000057;1499313984;24/06/2025;13/07/2025;44,808.91;44,808.91;EUR;I;;1478956927;8484074;2024613557;RV;B_BILAB01_02;;1;S;0;-12;-9;15
AB10000058;1481309699;30/06/2025;19/07/2025;39,854.66;39,854.66;EUR;I;;1484177645;8447254;2055546018;RV;B_BILAB01_02;;1;S;0;-10;-20;28
AB10000058;1448599251;20/06/2025;28/06/2025;21,308.48;21,308.48;EUR;I;;1477714217;8438831;2017300890;RV;B_BILAB01_02;;1;S;0;-12;-8;27
AB10000058;1418683438;19/07/2025;03/08/2025;15,954.25;15,954.25;EUR;B;;1472498700;8410144;2067087837;RV;B_BILAB01_02;;1;S;0;-1;-13;33
